AREA,LAT,LON,iso_year,iso_week,crime_count
1,33.95285696816603,-117.92132921749864,2021,2,210
1,33.95285696816603,-117.92132921749864,2021,3,194
1,33.95285696816603,-117.92132921749864,2021,4,196
1,33.95285696816603,-117.92132921749864,2021,5,224
1,33.95285696816603,-117.92132921749864,2021,6,243
1,33.95285696816603,-117.92132921749864,2021,7,226
1,33.95285696816603,-117.92132921749864,2021,8,226
1,33.95285696816603,-117.92132921749864,2021,9,227
1,33.95285696816603,-117.92132921749864,2021,10,192
1,33.95285696816603,-117.92132921749864,2021,11,214
1,33.95285696816603,-117.92132921749864,2021,12,222
1,33.95285696816603,-117.92132921749864,2021,13,223
1,33.95285696816603,-117.92132921749864,2021,14,198
1,33.95285696816603,-117.92132921749864,2021,15,209
1,33.95285696816603,-117.92132921749864,2021,16,236
1,33.95285696816603,-117.92132921749864,2021,17,234
1,33.95285696816603,-117.92132921749864,2021,18,230
1,33.95285696816603,-117.92132921749864,2021,19,251
1,33.95285696816603,-117.92132921749864,2021,20,214
1,33.95285696816603,-117.92132921749864,2021,21,240
1,33.95285696816603,-117.92132921749864,2021,22,204
1,33.95285696816603,-117.92132921749864,2021,23,263
1,33.95285696816603,-117.92132921749864,2021,24,243
1,33.95285696816603,-117.92132921749864,2021,25,294
1,33.95285696816603,-117.92132921749864,2021,26,289
1,33.95285696816603,-117.92132921749864,2021,27,258
1,33.95285696816603,-117.92132921749864,2021,28,239
1,33.95285696816603,-117.92132921749864,2021,29,280
1,33.95285696816603,-117.92132921749864,2021,30,269
1,33.95285696816603,-117.92132921749864,2021,31,262
1,33.95285696816603,-117.92132921749864,2021,32,264
1,33.95285696816603,-117.92132921749864,2021,33,237
1,33.95285696816603,-117.92132921749864,2021,34,272
1,33.95285696816603,-117.92132921749864,2021,35,253
1,33.95285696816603,-117.92132921749864,2021,36,247
1,33.95285696816603,-117.92132921749864,2021,37,264
1,33.95285696816603,-117.92132921749864,2021,38,307
1,33.95285696816603,-117.92132921749864,2021,39,289
1,33.95285696816603,-117.92132921749864,2021,40,319
1,33.95285696816603,-117.92132921749864,2021,41,272
1,33.95285696816603,-117.92132921749864,2021,42,267
1,33.95285696816603,-117.92132921749864,2021,43,314
1,33.95285696816603,-117.92132921749864,2021,44,320
1,33.95285696816603,-117.92132921749864,2021,45,312
1,33.95285696816603,-117.92132921749864,2021,46,290
1,33.95285696816603,-117.92132921749864,2021,47,276
1,33.95285696816603,-117.92132921749864,2021,48,320
1,33.95285696816603,-117.92132921749864,2021,49,296
1,33.95285696816603,-117.92132921749864,2021,50,301
1,33.95285696816603,-117.92132921749864,2021,51,252
1,33.95285696816603,-117.92132921749864,2021,52,282
1,33.95285696816603,-117.92132921749864,2022,1,280
1,33.95285696816603,-117.92132921749864,2022,2,292
1,33.95285696816603,-117.92132921749864,2022,3,294
1,33.95285696816603,-117.92132921749864,2022,4,309
1,33.95285696816603,-117.92132921749864,2022,5,302
1,33.95285696816603,-117.92132921749864,2022,6,301
1,33.95285696816603,-117.92132921749864,2022,7,304
1,33.95285696816603,-117.92132921749864,2022,8,292
1,33.95285696816603,-117.92132921749864,2022,9,335
1,33.95285696816603,-117.92132921749864,2022,10,308
1,33.95285696816603,-117.92132921749864,2022,11,349
1,33.95285696816603,-117.92132921749864,2022,12,320
1,33.95285696816603,-117.92132921749864,2022,13,376
1,33.95285696816603,-117.92132921749864,2022,14,380
1,33.95285696816603,-117.92132921749864,2022,15,342
1,33.95285696816603,-117.92132921749864,2022,16,358
1,33.95285696816603,-117.92132921749864,2022,17,311
1,33.95285696816603,-117.92132921749864,2022,18,407
1,33.95285696816603,-117.92132921749864,2022,19,345
1,33.95285696816603,-117.92132921749864,2022,20,305
1,33.95285696816603,-117.92132921749864,2022,21,305
1,33.95285696816603,-117.92132921749864,2022,22,286
1,33.95285696816603,-117.92132921749864,2022,23,358
1,33.95285696816603,-117.92132921749864,2022,24,314
1,33.95285696816603,-117.92132921749864,2022,25,376
1,33.95285696816603,-117.92132921749864,2022,26,375
1,33.95285696816603,-117.92132921749864,2022,27,370
1,33.95285696816603,-117.92132921749864,2022,28,360
1,33.95285696816603,-117.92132921749864,2022,29,320
1,33.95285696816603,-117.92132921749864,2022,30,343
1,33.95285696816603,-117.92132921749864,2022,31,375
1,33.95285696816603,-117.92132921749864,2022,32,369
1,33.95285696816603,-117.92132921749864,2022,33,394
1,33.95285696816603,-117.92132921749864,2022,34,414
1,33.95285696816603,-117.92132921749864,2022,35,386
1,33.95285696816603,-117.92132921749864,2022,36,368
1,33.95285696816603,-117.92132921749864,2022,37,410
1,33.95285696816603,-117.92132921749864,2022,38,296
1,33.95285696816603,-117.92132921749864,2022,39,353
1,33.95285696816603,-117.92132921749864,2022,40,366
1,33.95285696816603,-117.92132921749864,2022,41,290
1,33.95285696816603,-117.92132921749864,2022,42,340
1,33.95285696816603,-117.92132921749864,2022,43,353
1,33.95285696816603,-117.92132921749864,2022,44,358
1,33.95285696816603,-117.92132921749864,2022,45,321
1,33.95285696816603,-117.92132921749864,2022,46,353
1,33.95285696816603,-117.92132921749864,2022,47,354
1,33.95285696816603,-117.92132921749864,2022,48,320
1,33.95285696816603,-117.92132921749864,2022,49,344
1,33.95285696816603,-117.92132921749864,2022,50,321
1,33.95285696816603,-117.92132921749864,2022,51,346
1,33.95285696816603,-117.92132921749864,2022,52,355
1,33.95285696816603,-117.92132921749864,2023,1,370
1,33.95285696816603,-117.92132921749864,2023,2,351
1,33.95285696816603,-117.92132921749864,2023,3,311
1,33.95285696816603,-117.92132921749864,2023,4,366
1,33.95285696816603,-117.92132921749864,2023,5,369
1,33.95285696816603,-117.92132921749864,2023,6,374
1,33.95285696816603,-117.92132921749864,2023,7,315
1,33.95285696816603,-117.92132921749864,2023,8,290
1,33.95285696816603,-117.92132921749864,2023,9,292
1,33.95285696816603,-117.92132921749864,2023,10,301
1,33.95285696816603,-117.92132921749864,2023,11,338
1,33.95285696816603,-117.92132921749864,2023,12,283
1,33.95285696816603,-117.92132921749864,2023,13,331
1,33.95285696816603,-117.92132921749864,2023,14,354
1,33.95285696816603,-117.92132921749864,2023,15,303
1,33.95285696816603,-117.92132921749864,2023,16,293
1,33.95285696816603,-117.92132921749864,2023,17,307
1,33.95285696816603,-117.92132921749864,2023,18,294
1,33.95285696816603,-117.92132921749864,2023,19,287
1,33.95285696816603,-117.92132921749864,2023,20,276
1,33.95285696816603,-117.92132921749864,2023,21,313
1,33.95285696816603,-117.92132921749864,2023,22,339
1,33.95285696816603,-117.92132921749864,2023,23,337
1,33.95285696816603,-117.92132921749864,2023,24,296
1,33.95285696816603,-117.92132921749864,2023,25,283
1,33.95285696816603,-117.92132921749864,2023,26,312
1,33.95285696816603,-117.92132921749864,2023,27,290
1,33.95285696816603,-117.92132921749864,2023,28,312
1,33.95285696816603,-117.92132921749864,2023,29,301
1,33.95285696816603,-117.92132921749864,2023,30,302
1,33.95285696816603,-117.92132921749864,2023,31,317
1,33.95285696816603,-117.92132921749864,2023,32,313
1,33.95285696816603,-117.92132921749864,2023,33,304
1,33.95285696816603,-117.92132921749864,2023,34,318
1,33.95285696816603,-117.92132921749864,2023,35,349
1,33.95285696816603,-117.92132921749864,2023,36,261
1,33.95285696816603,-117.92132921749864,2023,37,321
1,33.95285696816603,-117.92132921749864,2023,38,333
1,33.95285696816603,-117.92132921749864,2023,39,334
1,33.95285696816603,-117.92132921749864,2023,40,315
1,33.95285696816603,-117.92132921749864,2023,41,324
1,33.95285696816603,-117.92132921749864,2023,42,369
1,33.95285696816603,-117.92132921749864,2023,43,340
1,33.95285696816603,-117.92132921749864,2023,44,351
1,33.95285696816603,-117.92132921749864,2023,45,336
1,33.95285696816603,-117.92132921749864,2023,46,347
1,33.95285696816603,-117.92132921749864,2023,47,366
1,33.95285696816603,-117.92132921749864,2023,48,367
1,33.95285696816603,-117.92132921749864,2023,49,399
1,33.95285696816603,-117.92132921749864,2023,50,371
1,33.95285696816603,-117.92132921749864,2023,51,317
1,33.95285696816603,-117.92132921749864,2023,52,357
1,33.95285696816603,-117.92132921749864,2024,1,327
1,33.95285696816603,-117.92132921749864,2024,2,299
1,33.95285696816603,-117.92132921749864,2024,3,349
1,33.95285696816603,-117.92132921749864,2024,4,332
1,33.95285696816603,-117.92132921749864,2024,5,334
1,33.95285696816603,-117.92132921749864,2024,6,303
1,33.95285696816603,-117.92132921749864,2024,7,298
1,33.95285696816603,-117.92132921749864,2024,8,321
1,33.95285696816603,-117.92132921749864,2024,9,314
1,33.95285696816603,-117.92132921749864,2024,10,241
1,33.95285696816603,-117.92132921749864,2024,11,158
1,33.95285696816603,-117.92132921749864,2024,12,171
1,33.95285696816603,-117.92132921749864,2024,13,133
1,33.95285696816603,-117.92132921749864,2024,14,151
1,33.95285696816603,-117.92132921749864,2024,15,137
1,33.95285696816603,-117.92132921749864,2024,16,139
1,33.95285696816603,-117.92132921749864,2024,17,154
1,33.95285696816603,-117.92132921749864,2024,18,149
1,33.95285696816603,-117.92132921749864,2024,19,150
1,33.95285696816603,-117.92132921749864,2024,20,120
1,33.95285696816603,-117.92132921749864,2024,21,156
1,33.95285696816603,-117.92132921749864,2024,22,167
1,33.95285696816603,-117.92132921749864,2024,23,196
1,33.95285696816603,-117.92132921749864,2024,24,191
1,33.95285696816603,-117.92132921749864,2024,25,183
1,33.95285696816603,-117.92132921749864,2024,26,246
1,33.95285696816603,-117.92132921749864,2024,27,244
1,33.95285696816603,-117.92132921749864,2024,28,224
1,33.95285696816603,-117.92132921749864,2024,29,243
1,33.95285696816603,-117.92132921749864,2024,30,246
1,33.95285696816603,-117.92132921749864,2024,31,249
1,33.95285696816603,-117.92132921749864,2024,32,227
1,33.95285696816603,-117.92132921749864,2024,33,262
1,33.95285696816603,-117.92132921749864,2024,34,217
1,33.95285696816603,-117.92132921749864,2024,35,146
1,33.95285696816603,-117.92132921749864,2024,36,198
1,33.95285696816603,-117.92132921749864,2024,37,156
1,33.95285696816603,-117.92132921749864,2024,38,151
1,33.95285696816603,-117.92132921749864,2024,39,161
1,33.95285696816603,-117.92132921749864,2024,40,203
1,33.95285696816603,-117.92132921749864,2024,41,170
1,33.95285696816603,-117.92132921749864,2024,42,133
1,33.95285696816603,-117.92132921749864,2024,43,143
1,33.95285696816603,-117.92132921749864,2024,44,137
1,33.95285696816603,-117.92132921749864,2024,45,122
1,33.95285696816603,-117.92132921749864,2024,46,131
1,33.95285696816603,-117.92132921749864,2024,47,175
1,33.95285696816603,-117.92132921749864,2024,48,124
1,33.95285696816603,-117.92132921749864,2024,49,159
1,33.95285696816603,-117.92132921749864,2024,50,139
1,33.95285696816603,-117.92132921749864,2024,51,80
1,33.95285696816603,-117.92132921749864,2024,52,56
1,33.95285696816603,-117.92132921749864,2025,4,1
1,33.95285696816603,-117.92132921749864,2025,7,1
2,33.988634038781875,-118.01398977918251,2020,1,159
2,33.988634038781875,-118.01398977918251,2020,2,174
2,33.988634038781875,-118.01398977918251,2020,3,203
2,33.988634038781875,-118.01398977918251,2020,4,162
2,33.988634038781875,-118.01398977918251,2020,5,189
2,33.988634038781875,-118.01398977918251,2020,6,191
2,33.988634038781875,-118.01398977918251,2020,7,158
2,33.988634038781875,-118.01398977918251,2020,8,186
2,33.988634038781875,-118.01398977918251,2020,9,207
2,33.988634038781875,-118.01398977918251,2020,10,168
2,33.988634038781875,-118.01398977918251,2020,11,159
2,33.988634038781875,-118.01398977918251,2020,12,139
2,33.988634038781875,-118.01398977918251,2020,13,165
2,33.988634038781875,-118.01398977918251,2020,14,161
2,33.988634038781875,-118.01398977918251,2020,15,166
2,33.988634038781875,-118.01398977918251,2020,16,166
2,33.988634038781875,-118.01398977918251,2020,17,182
2,33.988634038781875,-118.01398977918251,2020,18,200
2,33.988634038781875,-118.01398977918251,2020,19,178
2,33.988634038781875,-118.01398977918251,2020,20,159
2,33.988634038781875,-118.01398977918251,2020,21,149
2,33.988634038781875,-118.01398977918251,2020,22,151
2,33.988634038781875,-118.01398977918251,2020,23,185
2,33.988634038781875,-118.01398977918251,2020,24,191
2,33.988634038781875,-118.01398977918251,2020,25,183
2,33.988634038781875,-118.01398977918251,2020,26,177
2,33.988634038781875,-118.01398977918251,2020,27,216
2,33.988634038781875,-118.01398977918251,2020,28,151
2,33.988634038781875,-118.01398977918251,2020,29,175
2,33.988634038781875,-118.01398977918251,2020,30,161
2,33.988634038781875,-118.01398977918251,2020,31,173
2,33.988634038781875,-118.01398977918251,2020,32,146
2,33.988634038781875,-118.01398977918251,2020,33,164
2,33.988634038781875,-118.01398977918251,2020,34,193
2,33.988634038781875,-118.01398977918251,2020,35,155
2,33.988634038781875,-118.01398977918251,2020,36,203
2,33.988634038781875,-118.01398977918251,2020,37,161
2,33.988634038781875,-118.01398977918251,2020,38,183
2,33.988634038781875,-118.01398977918251,2020,39,161
2,33.988634038781875,-118.01398977918251,2020,40,171
2,33.988634038781875,-118.01398977918251,2020,41,163
2,33.988634038781875,-118.01398977918251,2020,42,194
2,33.988634038781875,-118.01398977918251,2020,43,166
2,33.988634038781875,-118.01398977918251,2020,44,169
2,33.988634038781875,-118.01398977918251,2020,45,147
2,33.988634038781875,-118.01398977918251,2020,46,162
2,33.988634038781875,-118.01398977918251,2020,47,165
2,33.988634038781875,-118.01398977918251,2020,48,153
2,33.988634038781875,-118.01398977918251,2020,49,192
2,33.988634038781875,-118.01398977918251,2020,50,172
2,33.988634038781875,-118.01398977918251,2020,51,172
2,33.988634038781875,-118.01398977918251,2020,52,155
2,33.988634038781875,-118.01398977918251,2020,53,178
2,33.988634038781875,-118.01398977918251,2021,1,146
2,33.988634038781875,-118.01398977918251,2021,2,194
2,33.988634038781875,-118.01398977918251,2021,3,172
2,33.988634038781875,-118.01398977918251,2021,4,171
2,33.988634038781875,-118.01398977918251,2021,5,197
2,33.988634038781875,-118.01398977918251,2021,6,183
2,33.988634038781875,-118.01398977918251,2021,7,201
2,33.988634038781875,-118.01398977918251,2021,8,184
2,33.988634038781875,-118.01398977918251,2021,9,198
2,33.988634038781875,-118.01398977918251,2021,10,164
2,33.988634038781875,-118.01398977918251,2021,11,171
2,33.988634038781875,-118.01398977918251,2021,12,148
2,33.988634038781875,-118.01398977918251,2021,13,167
2,33.988634038781875,-118.01398977918251,2021,14,175
2,33.988634038781875,-118.01398977918251,2021,15,160
2,33.988634038781875,-118.01398977918251,2021,16,138
2,33.988634038781875,-118.01398977918251,2021,17,185
2,33.988634038781875,-118.01398977918251,2021,18,183
2,33.988634038781875,-118.01398977918251,2021,19,178
2,33.988634038781875,-118.01398977918251,2021,20,163
2,33.988634038781875,-118.01398977918251,2021,21,167
2,33.988634038781875,-118.01398977918251,2021,22,179
2,33.988634038781875,-118.01398977918251,2021,23,158
2,33.988634038781875,-118.01398977918251,2021,24,183
2,33.988634038781875,-118.01398977918251,2021,25,168
2,33.988634038781875,-118.01398977918251,2021,26,203
2,33.988634038781875,-118.01398977918251,2021,27,185
2,33.988634038781875,-118.01398977918251,2021,28,195
2,33.988634038781875,-118.01398977918251,2021,29,185
2,33.988634038781875,-118.01398977918251,2021,30,189
2,33.988634038781875,-118.01398977918251,2021,31,181
2,33.988634038781875,-118.01398977918251,2021,32,162
2,33.988634038781875,-118.01398977918251,2021,33,199
2,33.988634038781875,-118.01398977918251,2021,34,171
2,33.988634038781875,-118.01398977918251,2021,35,209
2,33.988634038781875,-118.01398977918251,2021,36,200
2,33.988634038781875,-118.01398977918251,2021,37,150
2,33.988634038781875,-118.01398977918251,2021,38,184
2,33.988634038781875,-118.01398977918251,2021,39,199
2,33.988634038781875,-118.01398977918251,2021,40,177
2,33.988634038781875,-118.01398977918251,2021,41,185
2,33.988634038781875,-118.01398977918251,2021,42,188
2,33.988634038781875,-118.01398977918251,2021,43,211
2,33.988634038781875,-118.01398977918251,2021,44,221
2,33.988634038781875,-118.01398977918251,2021,45,168
2,33.988634038781875,-118.01398977918251,2021,46,188
2,33.988634038781875,-118.01398977918251,2021,47,198
2,33.988634038781875,-118.01398977918251,2021,48,224
2,33.988634038781875,-118.01398977918251,2021,49,205
2,33.988634038781875,-118.01398977918251,2021,50,187
2,33.988634038781875,-118.01398977918251,2021,51,165
2,33.988634038781875,-118.01398977918251,2021,52,201
2,33.988634038781875,-118.01398977918251,2022,1,200
2,33.988634038781875,-118.01398977918251,2022,2,179
2,33.988634038781875,-118.01398977918251,2022,3,201
2,33.988634038781875,-118.01398977918251,2022,4,177
2,33.988634038781875,-118.01398977918251,2022,5,266
2,33.988634038781875,-118.01398977918251,2022,6,194
2,33.988634038781875,-118.01398977918251,2022,7,183
2,33.988634038781875,-118.01398977918251,2022,8,176
2,33.988634038781875,-118.01398977918251,2022,9,307
2,33.988634038781875,-118.01398977918251,2022,10,213
2,33.988634038781875,-118.01398977918251,2022,11,208
2,33.988634038781875,-118.01398977918251,2022,12,220
2,33.988634038781875,-118.01398977918251,2022,13,326
2,33.988634038781875,-118.01398977918251,2022,14,264
2,33.988634038781875,-118.01398977918251,2022,15,205
2,33.988634038781875,-118.01398977918251,2022,16,174
2,33.988634038781875,-118.01398977918251,2022,17,232
2,33.988634038781875,-118.01398977918251,2022,18,246
2,33.988634038781875,-118.01398977918251,2022,19,219
2,33.988634038781875,-118.01398977918251,2022,20,213
2,33.988634038781875,-118.01398977918251,2022,21,202
2,33.988634038781875,-118.01398977918251,2022,22,301
2,33.988634038781875,-118.01398977918251,2022,23,232
2,33.988634038781875,-118.01398977918251,2022,24,195
2,33.988634038781875,-118.01398977918251,2022,25,204
2,33.988634038781875,-118.01398977918251,2022,26,215
2,33.988634038781875,-118.01398977918251,2022,27,197
2,33.988634038781875,-118.01398977918251,2022,28,200
2,33.988634038781875,-118.01398977918251,2022,29,196
2,33.988634038781875,-118.01398977918251,2022,30,214
2,33.988634038781875,-118.01398977918251,2022,31,219
2,33.988634038781875,-118.01398977918251,2022,32,197
2,33.988634038781875,-118.01398977918251,2022,33,195
2,33.988634038781875,-118.01398977918251,2022,34,215
2,33.988634038781875,-118.01398977918251,2022,35,224
2,33.988634038781875,-118.01398977918251,2022,36,208
2,33.988634038781875,-118.01398977918251,2022,37,204
2,33.988634038781875,-118.01398977918251,2022,38,206
2,33.988634038781875,-118.01398977918251,2022,39,231
2,33.988634038781875,-118.01398977918251,2022,40,220
2,33.988634038781875,-118.01398977918251,2022,41,193
2,33.988634038781875,-118.01398977918251,2022,42,236
2,33.988634038781875,-118.01398977918251,2022,43,214
2,33.988634038781875,-118.01398977918251,2022,44,240
2,33.988634038781875,-118.01398977918251,2022,45,181
2,33.988634038781875,-118.01398977918251,2022,46,200
2,33.988634038781875,-118.01398977918251,2022,47,211
2,33.988634038781875,-118.01398977918251,2022,48,238
2,33.988634038781875,-118.01398977918251,2022,49,183
2,33.988634038781875,-118.01398977918251,2022,50,203
2,33.988634038781875,-118.01398977918251,2022,51,198
2,33.988634038781875,-118.01398977918251,2022,52,196
2,33.988634038781875,-118.01398977918251,2023,1,218
2,33.988634038781875,-118.01398977918251,2023,2,205
2,33.988634038781875,-118.01398977918251,2023,3,207
2,33.988634038781875,-118.01398977918251,2023,4,202
2,33.988634038781875,-118.01398977918251,2023,5,260
2,33.988634038781875,-118.01398977918251,2023,6,221
2,33.988634038781875,-118.01398977918251,2023,7,209
2,33.988634038781875,-118.01398977918251,2023,8,158
2,33.988634038781875,-118.01398977918251,2023,9,209
2,33.988634038781875,-118.01398977918251,2023,10,218
2,33.988634038781875,-118.01398977918251,2023,11,171
2,33.988634038781875,-118.01398977918251,2023,12,203
2,33.988634038781875,-118.01398977918251,2023,13,254
2,33.988634038781875,-118.01398977918251,2023,14,207
2,33.988634038781875,-118.01398977918251,2023,15,204
2,33.988634038781875,-118.01398977918251,2023,16,223
2,33.988634038781875,-118.01398977918251,2023,17,214
2,33.988634038781875,-118.01398977918251,2023,18,242
2,33.988634038781875,-118.01398977918251,2023,19,220
2,33.988634038781875,-118.01398977918251,2023,20,238
2,33.988634038781875,-118.01398977918251,2023,21,239
2,33.988634038781875,-118.01398977918251,2023,22,226
2,33.988634038781875,-118.01398977918251,2023,23,214
2,33.988634038781875,-118.01398977918251,2023,24,214
2,33.988634038781875,-118.01398977918251,2023,25,204
2,33.988634038781875,-118.01398977918251,2023,26,231
2,33.988634038781875,-118.01398977918251,2023,27,235
2,33.988634038781875,-118.01398977918251,2023,28,233
2,33.988634038781875,-118.01398977918251,2023,29,196
2,33.988634038781875,-118.01398977918251,2023,30,237
2,33.988634038781875,-118.01398977918251,2023,31,206
2,33.988634038781875,-118.01398977918251,2023,32,178
2,33.988634038781875,-118.01398977918251,2023,33,209
2,33.988634038781875,-118.01398977918251,2023,34,229
2,33.988634038781875,-118.01398977918251,2023,35,283
2,33.988634038781875,-118.01398977918251,2023,36,241
2,33.988634038781875,-118.01398977918251,2023,37,182
2,33.988634038781875,-118.01398977918251,2023,38,229
2,33.988634038781875,-118.01398977918251,2023,39,255
2,33.988634038781875,-118.01398977918251,2023,40,243
2,33.988634038781875,-118.01398977918251,2023,41,245
2,33.988634038781875,-118.01398977918251,2023,42,237
2,33.988634038781875,-118.01398977918251,2023,43,210
2,33.988634038781875,-118.01398977918251,2023,44,263
2,33.988634038781875,-118.01398977918251,2023,45,211
2,33.988634038781875,-118.01398977918251,2023,46,234
2,33.988634038781875,-118.01398977918251,2023,47,214
2,33.988634038781875,-118.01398977918251,2023,48,243
2,33.988634038781875,-118.01398977918251,2023,49,255
2,33.988634038781875,-118.01398977918251,2023,50,197
2,33.988634038781875,-118.01398977918251,2023,51,220
2,33.988634038781875,-118.01398977918251,2023,52,185
2,33.988634038781875,-118.01398977918251,2024,1,219
2,33.988634038781875,-118.01398977918251,2024,2,194
2,33.988634038781875,-118.01398977918251,2024,3,243
2,33.988634038781875,-118.01398977918251,2024,4,257
2,33.988634038781875,-118.01398977918251,2024,5,203
2,33.988634038781875,-118.01398977918251,2024,6,187
2,33.988634038781875,-118.01398977918251,2024,7,197
2,33.988634038781875,-118.01398977918251,2024,8,196
2,33.988634038781875,-118.01398977918251,2024,9,200
2,33.988634038781875,-118.01398977918251,2024,10,145
2,33.988634038781875,-118.01398977918251,2024,11,94
2,33.988634038781875,-118.01398977918251,2024,12,96
2,33.988634038781875,-118.01398977918251,2024,13,88
2,33.988634038781875,-118.01398977918251,2024,14,103
2,33.988634038781875,-118.01398977918251,2024,15,84
2,33.988634038781875,-118.01398977918251,2024,16,92
2,33.988634038781875,-118.01398977918251,2024,17,62
2,33.988634038781875,-118.01398977918251,2024,18,78
2,33.988634038781875,-118.01398977918251,2024,19,78
2,33.988634038781875,-118.01398977918251,2024,20,69
2,33.988634038781875,-118.01398977918251,2024,21,74
2,33.988634038781875,-118.01398977918251,2024,22,89
2,33.988634038781875,-118.01398977918251,2024,23,103
2,33.988634038781875,-118.01398977918251,2024,24,69
2,33.988634038781875,-118.01398977918251,2024,25,86
2,33.988634038781875,-118.01398977918251,2024,26,98
2,33.988634038781875,-118.01398977918251,2024,27,69
2,33.988634038781875,-118.01398977918251,2024,28,88
2,33.988634038781875,-118.01398977918251,2024,29,81
2,33.988634038781875,-118.01398977918251,2024,30,78
2,33.988634038781875,-118.01398977918251,2024,31,100
2,33.988634038781875,-118.01398977918251,2024,32,71
2,33.988634038781875,-118.01398977918251,2024,33,71
2,33.988634038781875,-118.01398977918251,2024,34,65
2,33.988634038781875,-118.01398977918251,2024,35,115
2,33.988634038781875,-118.01398977918251,2024,36,148
2,33.988634038781875,-118.01398977918251,2024,37,166
2,33.988634038781875,-118.01398977918251,2024,38,138
2,33.988634038781875,-118.01398977918251,2024,39,90
2,33.988634038781875,-118.01398977918251,2024,40,97
2,33.988634038781875,-118.01398977918251,2024,41,83
2,33.988634038781875,-118.01398977918251,2024,42,104
2,33.988634038781875,-118.01398977918251,2024,43,73
2,33.988634038781875,-118.01398977918251,2024,44,87
2,33.988634038781875,-118.01398977918251,2024,45,66
2,33.988634038781875,-118.01398977918251,2024,46,76
2,33.988634038781875,-118.01398977918251,2024,47,79
2,33.988634038781875,-118.01398977918251,2024,48,69
2,33.988634038781875,-118.01398977918251,2024,49,69
2,33.988634038781875,-118.01398977918251,2024,50,56
2,33.988634038781875,-118.01398977918251,2024,51,41
2,33.988634038781875,-118.01398977918251,2024,52,16
2,33.988634038781875,-118.01398977918251,2025,1,1
2,33.988634038781875,-118.01398977918251,2025,5,1
3,33.9818033124098,-118.18247514040792,2020,1,185
3,33.9818033124098,-118.18247514040792,2020,2,218
3,33.9818033124098,-118.18247514040792,2020,3,235
3,33.9818033124098,-118.18247514040792,2020,4,262
3,33.9818033124098,-118.18247514040792,2020,5,235
3,33.9818033124098,-118.18247514040792,2020,6,242
3,33.9818033124098,-118.18247514040792,2020,7,244
3,33.9818033124098,-118.18247514040792,2020,8,249
3,33.9818033124098,-118.18247514040792,2020,9,253
3,33.9818033124098,-118.18247514040792,2020,10,245
